run_id	model	arm	task	trial	resolved	failure_mode	in_tok	out_tok	agent_sec
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	agent_timeout	n/a	n/a	688.03451
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	242.750736
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	oom	oom.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	69.092453
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	oom	oom.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	128.483791
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	26.078609
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	21.14271
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	31.791055
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	fix-git	fix-git.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	28.014449
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	48.51631
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	34.933336
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	42.209878
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	27.188526
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	44.994268
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	47.278792
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	35.81245
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	unset	n/a	n/a	41.044777
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	agent_timeout	n/a	n/a	660.211255
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	False	agent_timeout	n/a	n/a	660.238267
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	63.484638
byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	byteshape-qwen3.6-35b_q4ks-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.2-of-2.byteshape-qwen3.6-35b_q4ks-ctx256k-agentic-thinkon-n2-120815	True	unset	n/a	n/a	63.034273
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	agent_timeout	n/a	n/a	780.168717
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	39.398447
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	59.285245
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	oom	oom.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	240.699032
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	True	unset	n/a	n/a	27.715635
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	22.231446
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	50.206182
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	34.58763
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fix-git	fix-git.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	False	unset	n/a	n/a	39.40402
cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.1-of-1.cyber-tiel_35b-q5-ctx256k-agentic-n1-101651	True	unset	n/a	n/a	111.094902
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	127.76706
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	256.242484
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	113.890446
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	agent_timeout	n/a	n/a	660.148812
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	44.324941
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	33.861994
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fix-git	fix-git.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	agent_timeout	n/a	n/a	660.201301
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fix-git	fix-git.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	53.599837
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	oom	oom.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	True	unset	n/a	n/a	75.40879
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	oom	oom.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	True	unset	n/a	n/a	54.749982
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	39.168211
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	36.052653
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	True	unset	n/a	n/a	26.514788
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	True	unset	n/a	n/a	20.311572
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	35.597757
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	26.950547
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	unset	n/a	n/a	22.671972
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	False	agent_timeout	n/a	n/a	660.197316
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	True	unset	n/a	n/a	36.979037
cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	cyber-tiel_35b-q5-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.2-of-2.cyber-tiel_35b-q5-ctx256k-agentic-n2-131851	True	unset	n/a	n/a	36.950063
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	unset	n/a	n/a	135.950856
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	agent_timeout	n/a	n/a	660.199318
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	unset	n/a	n/a	59.628119
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	unset	n/a	n/a	85.983772
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	fix-git	fix-git.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	unset	n/a	n/a	74.312711
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	True	unset	n/a	n/a	58.813239
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	True	unset	n/a	n/a	77.040274
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	True	unset	n/a	n/a	36.797849
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	oom	oom.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	unset	n/a	n/a	58.087373
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-n1-121026	False	unset	n/a	n/a	93.002875
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	unset	n/a	n/a	133.914604
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	agent_timeout	n/a	n/a	400.276865
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	unset	n/a	n/a	63.805724
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	True	unset	n/a	n/a	73.57258
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	True	unset	n/a	n/a	67.194598
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	unset	n/a	n/a	59.34832
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	unset	n/a	n/a	104.337996
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	oom	oom.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	unset	n/a	n/a	57.809709
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	True	unset	n/a	n/a	28.113029
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-1.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n1-155517	False	unset	n/a	n/a	64.168752
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	162.358022
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	124.933773
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	243.359218
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	104.174738
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	agent_timeout	n/a	n/a	660.159884
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	agent_timeout	n/a	n/a	660.150023
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	61.971548
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	47.260099
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	56.951161
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	47.056406
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	oom	oom.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	53.782215
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	oom	oom.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	48.857779
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	35.988421
